customer_id,age,gender,loyalty_member,join_date
127,56,Male,1,2025-05-20
128,35,Male,0,2022-11-10
129,20,Female,1,2022-06-08
130,58,Male,1,2022-01-16
131,39,Female,1,2024-05-01
132,33,Female,0,2022-03-21
133,52,Female,0,2021-04-20
134,41,Male,1,2022-12-06
135,57,Male,1,2025-05-09
136,63,Male,0,2024-10-03
137,23,Female,1,2024-07-27
138,70,Male,0,2022-03-29
139,28,Female,0,2022-03-03
140,39,Male,0,2024-07-16
141,21,Male,1,2021-08-02
142,28,Male,1,2024-06-16
143,63,Female,0,2021-08-02
144,28,Male,1,2022-05-27
145,70,Male,1,2022-11-13
146,62,Male,0,2024-09-24
147,28,Female,0,2023-07-31
148,58,Female,0,2024-11-23
149,48,Male,0,2025-01-10
150,48,Male,1,2025-01-22
151,21,Female,0,2023-01-17
152,22,Female,1,2024-03-15
153,20,Female,1,2024-03-18
154,25,Female,0,2025-02-09
155,55,Female,1,2025-02-05
156,51,Male,1,2023-08-11
157,54,Female,1,2022-11-25
158,33,Male,1,2025-07-05
159,37,Male,1,2023-06-09
160,22,Female,1,2024-06-20
161,41,Male,0,2022-12-28
162,58,Female,0,2025-10-28
163,46,Female,0,2025-04-21
164,57,Female,0,2021-04-08
165,60,Female,0,2025-04-04
166,26,Male,1,2022-09-23
167,24,Male,1,2023-09-05
168,44,Male,0,2022-02-05
169,18,Female,0,2022-12-16
170,19,Male,1,2025-07-29
171,60,Male,1,2022-01-16
172,62,Male,1,2023-03-17
173,64,Male,1,2024-06-05
174,36,Male,1,2023-09-27
175,29,Female,0,2025-05-21
176,62,Male,0,2021-12-07
177,67,Female,1,2023-06-26
178,63,Male,0,2023-03-25
179,26,Male,1,2025-02-12
180,52,Male,0,2024-03-02
181,62,Male,1,2024-07-28
182,54,Female,1,2022-03-11
183,47,Female,0,2021-05-08
184,33,Female,0,2025-09-22
185,61,Male,0,2024-09-18
186,24,Male,0,2025-07-08
187,64,Female,1,2023-01-22
188,29,Male,0,2024-10-15
189,63,Female,1,2022-04-16
190,52,Male,0,2024-03-22
191,37,Male,1,2021-12-11
192,37,Female,1,2026-02-02
193,63,Male,1,2021-12-08
194,20,Male,0,2022-02-14
195,49,Male,1,2021-12-27
196,66,Female,1,2025-04-11
197,61,Female,0,2024-05-09
198,65,Male,1,2023-01-25
199,39,Male,0,2021-03-22
200,39,Male,1,2021-12-10
201,65,Male,1,2023-11-24
202,47,Female,1,2024-09-03
203,37,Female,1,2025-03-26
204,18,Male,0,2025-10-08
205,48,Male,0,2024-07-24
206,69,Female,1,2021-05-26
207,36,Male,0,2023-03-03
208,44,Male,0,2025-12-05
209,46,Male,0,2021-07-13
210,41,Female,1,2022-06-18
211,34,Male,1,2021-11-24
212,70,Female,0,2021-11-13
213,49,Male,1,2022-01-03
214,51,Male,1,2023-06-23
215,31,Female,1,2022-11-26
216,49,Male,0,2025-07-24
217,53,Male,0,2023-08-25
218,22,Male,0,2022-09-25
219,43,Male,0,2024-08-06
220,58,Male,1,2023-03-31
221,19,Male,1,2022-07-25
222,47,Female,1,2024-11-23
223,54,Male,1,2024-08-17
224,47,Female,1,2021-06-12
225,47,Female,1,2021-10-19
226,35,Male,0,2023-01-17
227,23,Female,0,2022-12-28
228,49,Female,0,2024-05-14
229,24,Male,1,2024-07-06
230,25,Female,0,2021-03-16
231,43,Female,0,2022-05-01
232,62,Male,1,2024-03-14
233,54,Female,1,2023-04-01
234,25,Female,0,2022-10-26
235,63,Male,0,2023-06-19
236,52,Female,0,2021-07-14
237,59,Male,0,2024-09-19
238,25,Female,1,2021-06-23
239,18,Male,0,2024-04-10
240,20,Male,1,2024-05-10
241,39,Female,1,2025-08-22
242,25,Male,0,2025-08-04
243,62,Male,1,2022-12-01
244,42,Male,1,2023-04-10
245,38,Female,1,2021-11-19
246,29,Male,0,2023-08-30
247,54,Female,1,2025-06-02
248,38,Female,1,2023-06-18
249,48,Female,0,2024-03-03
250,60,Female,0,2022-12-08
251,70,Female,0,2023-03-19
252,65,Male,1,2021-08-23
253,52,Female,1,2023-07-23
254,29,Female,0,2025-09-07
255,27,Female,1,2021-11-24
256,48,Female,1,2023-11-23
257,31,Female,0,2022-11-28
258,45,Male,1,2025-02-11
259,52,Male,1,2026-02-16
260,64,Male,0,2024-04-18
261,22,Female,0,2026-02-06
262,44,Male,0,2024-08-27
263,26,Male,0,2022-09-14
264,63,Male,0,2025-06-07
265,54,Female,1,2022-07-10
266,27,Male,1,2025-02-19
267,49,Male,1,2024-11-21
268,25,Male,1,2023-11-09
269,44,Male,1,2025-12-08
270,19,Female,0,2022-06-22
271,43,Male,0,2025-03-22
272,62,Female,0,2025-09-24
273,55,Male,1,2024-08-10
274,20,Female,1,2025-06-06
275,43,Male,0,2025-06-21
276,25,Male,0,2023-06-29
277,57,Female,0,2023-09-03
278,34,Male,0,2023-02-08
279,63,Female,0,2025-12-03
280,36,Female,1,2024-01-26
281,60,Female,1,2024-11-04
282,41,Female,0,2024-08-31
283,61,Female,0,2022-08-28
284,29,Male,1,2025-01-08
285,42,Female,1,2022-01-22
286,51,Male,1,2026-02-26
287,48,Female,1,2026-01-18
288,45,Female,1,2021-06-23
289,68,Female,1,2024-02-16
290,65,Male,0,2023-08-28
291,47,Male,0,2023-11-01
292,55,Female,1,2023-07-08
293,57,Female,1,2025-08-21
294,38,Male,0,2022-05-24
295,44,Female,0,2022-01-06
296,65,Male,1,2025-12-22
297,66,Female,1,2021-08-03
298,38,Female,0,2022-11-01
299,68,Male,0,2025-07-18
300,24,Female,1,2024-07-11
301,33,Female,1,2021-10-07
302,55,Male,1,2024-03-19
303,58,Male,1,2022-01-26
304,29,Female,1,2021-04-06
305,43,Female,1,2024-12-09
306,27,Male,1,2021-04-19
307,70,Female,0,2024-08-29
308,22,Female,1,2026-01-13
309,35,Male,1,2023-08-12
310,66,Male,1,2022-10-11
311,21,Male,0,2021-11-23
312,40,Male,0,2024-12-16
313,42,Female,1,2022-10-13
314,25,Male,0,2025-11-05
315,22,Male,1,2021-04-22
316,64,Female,0,2021-10-29
317,48,Male,0,2025-05-22
318,45,Female,0,2024-05-17
319,53,Female,1,2023-11-26
320,50,Male,0,2023-05-07
321,68,Female,0,2025-04-12
322,49,Female,1,2021-03-21
323,61,Female,0,2023-04-07
324,29,Male,1,2022-07-22
325,69,Male,1,2021-03-30
326,59,Male,0,2024-12-18
327,66,Male,0,2024-01-02
328,21,Male,1,2023-02-25
329,40,Male,1,2025-04-23
330,30,Male,1,2021-12-09
331,32,Male,0,2024-06-04
332,21,Male,0,2025-05-08
333,55,Male,0,2025-12-14
334,66,Female,1,2024-05-25
335,22,Female,0,2024-09-18
336,37,Male,1,2022-07-13
337,53,Male,1,2025-03-03
338,42,Female,1,2025-05-03
339,47,Female,1,2024-07-22
340,42,Male,1,2023-02-04
341,65,Male,1,2022-04-22
342,64,Female,1,2024-07-21
343,22,Female,1,2025-09-02
344,44,Male,1,2024-01-20
345,44,Female,1,2024-12-18
346,30,Male,0,2025-11-02
347,42,Male,1,2025-12-06
348,69,Male,0,2024-08-08
349,27,Female,1,2025-06-16
350,40,Male,0,2025-01-08
351,44,Female,1,2022-07-25
352,65,Male,1,2025-11-23
353,39,Male,0,2023-03-04
354,63,Female,0,2022-01-07
355,68,Male,1,2023-05-26
356,61,Female,0,2022-09-03
357,53,Female,0,2023-03-21
358,45,Female,0,2023-04-08
359,51,Female,0,2022-08-22
360,64,Male,1,2023-12-11
361,57,Male,0,2021-07-01
362,35,Female,0,2021-08-10
363,30,Female,0,2024-09-10
364,44,Female,0,2022-10-21
365,36,Female,0,2024-02-17
366,50,Female,1,2024-06-17
367,57,Male,0,2022-01-09
368,40,Male,0,2023-11-19
369,65,Female,1,2022-12-04
370,23,Male,1,2023-08-15
371,45,Female,1,2023-11-03
372,38,Male,0,2023-04-20
373,67,Female,0,2026-01-10
374,23,Male,1,2023-02-22
375,59,Male,1,2022-04-02
376,47,Male,1,2025-11-29
377,70,Male,0,2025-11-06
378,67,Female,1,2026-02-17
379,62,Male,1,2021-08-16
380,27,Male,1,2024-08-21
381,18,Male,0,2026-01-04
382,58,Male,0,2024-08-25
383,22,Female,1,2021-05-09
384,39,Female,1,2022-06-11
385,68,Female,1,2022-12-01
386,25,Male,1,2025-03-25
387,25,Female,1,2021-08-04
388,25,Male,1,2026-01-21
389,69,Male,1,2022-08-03
390,51,Female,1,2021-09-23
391,40,Male,0,2024-12-01
392,36,Female,1,2023-01-05
393,22,Female,1,2021-06-17
394,46,Female,1,2026-01-10
395,37,Male,1,2023-12-22
396,57,Male,0,2025-11-30
397,30,Male,0,2026-01-05
398,67,Male,1,2022-06-12
399,59,Male,0,2021-04-16
400,25,Male,1,2022-07-17
401,39,Male,1,2025-05-07
402,51,Male,1,2022-07-16
403,28,Female,0,2025-05-29
404,47,Male,1,2024-10-20
405,49,Male,0,2023-03-28
406,57,Male,0,2023-09-26
407,32,Female,1,2022-10-14
408,60,Male,1,2022-11-17
409,24,Male,1,2022-06-05
410,68,Female,1,2022-06-22
411,27,Male,1,2021-09-09
412,24,Male,0,2023-10-26
413,57,Female,0,2022-02-08
414,46,Female,0,2023-07-28
415,40,Male,0,2021-08-02
416,41,Male,0,2021-10-22
417,60,Female,1,2025-04-20
418,54,Female,0,2024-01-28
419,56,Male,1,2024-03-21
420,42,Male,0,2023-04-10
421,59,Female,1,2023-11-27
422,45,Female,1,2023-11-17
423,61,Male,0,2022-11-09
424,28,Female,0,2021-06-07
425,39,Male,1,2021-10-17
426,68,Female,0,2022-08-16
427,68,Female,1,2024-06-24
428,28,Male,0,2024-04-11
429,49,Male,0,2022-11-02
430,65,Female,1,2022-10-19
431,20,Female,0,2024-01-28
432,55,Female,1,2025-01-28
433,30,Male,1,2025-11-23
434,35,Male,0,2023-04-11
435,37,Female,1,2022-05-15
436,58,Male,1,2024-01-06
437,33,Male,1,2021-07-20
438,68,Male,1,2021-10-30
439,46,Female,1,2024-07-16
440,57,Male,0,2023-03-04
441,30,Male,1,2023-04-02
442,23,Male,0,2022-11-25
443,18,Female,1,2022-12-13
444,18,Female,1,2025-03-26
445,54,Female,0,2021-03-14
446,55,Female,1,2022-07-31
447,22,Male,1,2021-08-27
448,31,Female,0,2021-09-20
449,30,Male,0,2024-05-18
450,57,Female,1,2023-07-15
451,59,Female,0,2021-10-25
452,59,Female,0,2025-11-20
453,60,Male,0,2021-09-17
454,40,Female,1,2025-10-03
455,56,Male,1,2021-03-08
456,30,Male,1,2021-08-13
457,43,Female,0,2021-07-13
458,64,Male,0,2024-08-30
459,18,Male,0,2021-05-05
460,29,Male,1,2021-06-22
461,44,Female,0,2022-06-02
462,58,Male,0,2026-02-14
463,58,Male,1,2023-10-17
464,68,Female,0,2023-07-22
465,57,Male,1,2025-01-21
466,62,Female,1,2022-12-06
467,70,Female,1,2025-05-27
468,18,Male,0,2022-06-25
469,22,Male,1,2024-11-19
470,21,Male,1,2021-07-20
471,61,Female,0,2025-06-15
472,29,Female,1,2021-11-19
473,67,Female,1,2025-05-27
474,43,Male,1,2022-12-22
475,22,Female,0,2023-07-16
476,50,Male,1,2025-08-20
477,42,Female,0,2024-08-19
478,40,Male,1,2022-02-17
479,25,Female,0,2021-07-08
480,20,Female,1,2025-08-18
481,48,Female,1,2022-08-28
482,29,Female,1,2025-09-05
483,35,Female,1,2025-06-24
484,62,Male,0,2024-01-04
485,67,Male,1,2025-04-27
486,67,Male,0,2021-11-27
487,42,Female,0,2025-07-13
488,20,Male,0,2021-05-21
489,68,Male,0,2021-07-18
490,19,Female,1,2021-04-27
491,36,Female,0,2024-09-08
492,44,Male,1,2022-02-23
493,39,Female,0,2021-07-03
494,46,Female,0,2022-06-21
495,21,Male,1,2023-05-23
496,26,Male,0,2021-10-18
497,31,Female,1,2024-04-09
498,27,Male,1,2022-08-06
499,61,Female,1,2022-11-16
500,24,Male,0,2021-05-03
501,43,Male,0,2023-06-22
502,56,Male,1,2022-12-24
503,56,Female,1,2022-10-23
504,47,Male,0,2025-12-16
505,27,Female,1,2025-03-07
506,68,Male,0,2021-11-02
507,70,Male,1,2022-04-30
508,45,Male,1,2022-06-13
509,64,Male,0,2022-07-21
510,21,Male,1,2024-07-13
511,42,Female,1,2025-05-07
512,35,Female,1,2024-12-22
513,20,Female,0,2022-01-25
514,30,Female,1,2023-10-08
515,66,Female,1,2023-03-07
516,32,Female,0,2025-06-24
517,58,Female,0,2021-08-31
518,60,Male,0,2024-06-10
519,54,Male,0,2023-09-27
520,58,Male,1,2023-03-07
521,25,Female,0,2023-12-29
522,45,Male,1,2024-10-04
523,42,Male,1,2023-02-27
524,47,Male,1,2026-02-03
525,40,Male,1,2021-05-12
526,32,Female,0,2025-09-18
527,35,Male,1,2021-03-21
528,19,Male,1,2022-04-27
529,18,Male,0,2022-09-29
530,47,Male,0,2025-01-18
531,56,Male,0,2025-12-20
532,46,Female,0,2021-06-17
533,36,Male,1,2024-08-29
534,55,Female,1,2023-04-06
535,68,Male,1,2022-07-19
536,64,Male,0,2025-10-09
537,59,Male,0,2024-07-28
538,28,Female,1,2022-11-16
539,40,Male,0,2022-07-12
540,34,Male,1,2022-08-21
541,51,Female,0,2023-03-17
542,47,Male,0,2026-02-21
543,62,Male,1,2025-06-29
544,56,Female,1,2022-05-04
545,20,Male,0,2021-03-06
546,67,Female,0,2024-03-03
547,54,Male,0,2025-08-28
548,61,Female,1,2025-09-26
549,60,Male,1,2025-09-15
550,58,Female,0,2023-07-14
551,44,Female,1,2021-07-17
552,55,Male,0,2023-09-10
553,21,Female,1,2023-09-24
554,25,Female,1,2024-03-03
555,53,Female,1,2024-01-29
556,66,Female,0,2022-08-19
557,22,Female,0,2023-04-24
558,58,Female,0,2026-02-28
559,62,Female,1,2022-02-21
560,55,Male,0,2025-01-19
561,49,Female,0,2025-02-19
562,60,Male,0,2023-10-27
563,64,Male,0,2022-07-31
564,25,Female,0,2025-04-21
565,65,Female,0,2025-11-24
566,55,Male,0,2026-02-15
567,64,Male,1,2023-11-10
568,43,Female,1,2024-08-20
569,52,Male,1,2023-04-05
570,18,Male,0,2023-09-26
571,35,Male,0,2024-05-30
572,65,Male,0,2021-12-05
573,53,Male,1,2024-02-22
574,39,Female,1,2024-12-26
575,64,Female,1,2022-07-27
576,45,Female,0,2026-03-02
577,61,Female,0,2022-06-02
578,42,Male,0,2022-03-08
579,31,Female,1,2021-05-01
580,32,Female,0,2025-02-01
581,45,Male,1,2024-12-28
582,32,Male,1,2023-12-09
583,63,Female,0,2023-08-03
584,49,Male,1,2025-08-08
585,49,Male,0,2023-02-23
586,51,Female,1,2021-04-14
587,40,Female,1,2022-09-04
588,31,Male,0,2021-04-05
589,19,Female,0,2022-09-16
590,37,Male,0,2023-10-10
591,40,Female,0,2022-12-08
592,47,Male,1,2022-10-26
593,26,Female,0,2024-06-13
594,67,Male,1,2024-08-15
595,52,Female,0,2023-03-31
596,67,Male,0,2025-10-20
597,42,Male,0,2022-09-25
598,56,Female,0,2022-02-11
599,21,Male,1,2023-04-24
600,36,Female,1,2023-12-26
601,39,Male,0,2024-09-01
602,50,Female,0,2022-05-18
603,24,Male,0,2025-07-20
604,18,Female,1,2023-09-26
605,39,Female,0,2021-06-10
606,45,Female,0,2024-01-13
607,70,Male,0,2023-07-29
608,65,Male,0,2023-08-17
609,57,Female,1,2021-08-28
610,67,Male,0,2023-08-10
611,36,Female,1,2024-01-11
612,28,Male,0,2023-11-05
613,38,Female,0,2022-02-13
614,60,Female,1,2025-02-23
615,22,Female,1,2022-10-18
616,31,Male,1,2024-10-28
617,52,Male,1,2024-02-28
618,57,Female,1,2023-10-09
619,41,Female,0,2025-11-29
620,56,Male,1,2023-02-18
621,68,Female,1,2024-12-14
622,32,Male,0,2024-01-05
623,39,Male,0,2025-11-01
624,66,Female,1,2024-09-14
625,33,Male,0,2022-06-20
626,24,Male,0,2023-02-28
627,52,Female,1,2022-01-23
628,26,Male,1,2021-10-09
629,40,Female,1,2025-11-26
630,32,Female,0,2021-07-24
631,48,Female,0,2022-07-01
632,32,Female,0,2025-10-29
633,43,Female,1,2024-07-27
634,49,Male,0,2023-04-21
635,24,Male,0,2023-04-12
636,42,Male,0,2021-12-04
637,43,Female,0,2025-08-03
638,39,Male,1,2024-04-23
639,53,Female,1,2022-08-08
640,68,Male,1,2025-10-17
641,32,Male,1,2023-03-31
642,44,Female,1,2021-09-19
643,32,Male,1,2022-01-13
644,47,Male,0,2022-08-16
645,47,Female,0,2024-11-17
646,50,Male,1,2025-09-10
647,20,Male,0,2026-01-30
648,39,Female,0,2022-03-23
649,31,Male,1,2024-08-28
650,57,Male,0,2022-03-21
651,19,Male,0,2023-10-06
652,48,Male,1,2021-08-16
653,68,Female,0,2025-05-03
654,61,Female,1,2026-01-15
655,46,Male,1,2024-12-14
656,35,Female,1,2022-11-28
657,53,Male,0,2025-11-25
658,54,Male,0,2022-08-27
659,56,Male,0,2025-05-10
660,33,Female,1,2021-03-21
661,51,Female,1,2021-12-11
662,52,Male,1,2023-12-29
663,46,Male,0,2022-10-28
664,50,Male,0,2023-10-29
665,67,Female,1,2023-05-18
666,24,Male,0,2022-12-14
667,24,Female,0,2023-07-25
668,63,Female,0,2021-10-26
669,63,Female,0,2022-07-20
670,68,Female,0,2026-02-27
671,60,Male,0,2023-04-22
672,50,Female,0,2022-02-11
673,56,Female,1,2021-03-28
674,38,Male,0,2022-06-10
675,24,Female,1,2025-11-03
676,58,Male,0,2025-06-06
677,55,Female,0,2022-08-20
678,28,Female,0,2023-01-14
679,38,Female,0,2021-12-20
680,51,Male,1,2022-05-31
681,41,Male,0,2025-08-23
682,42,Male,1,2022-08-17
683,20,Female,0,2024-12-04
684,69,Male,0,2021-11-15
685,64,Male,1,2025-05-31
686,24,Female,0,2023-06-21
687,45,Male,0,2024-12-13
688,65,Female,1,2025-09-27
689,19,Female,1,2021-07-16
690,18,Male,1,2021-08-19
691,65,Female,0,2023-12-19
692,26,Female,0,2023-02-11
693,37,Male,1,2022-02-26
694,20,Female,0,2024-06-02
695,53,Male,1,2023-05-03
696,18,Male,1,2025-10-14
697,67,Female,1,2022-10-25
698,57,Female,0,2023-01-25
699,49,Male,0,2023-12-04
700,47,Female,1,2021-08-05
701,44,Female,0,2025-09-26
702,63,Female,1,2023-01-18
703,40,Female,1,2021-10-27
704,57,Male,0,2023-06-15
705,25,Male,0,2024-08-29
706,20,Female,0,2023-10-08
707,43,Female,1,2021-06-09
708,37,Male,1,2023-10-09
709,41,Female,0,2022-07-21
710,51,Male,0,2025-08-23
711,63,Male,0,2024-09-16
712,26,Female,0,2022-06-26
713,20,Male,0,2025-12-31
714,36,Male,0,2022-05-01
715,45,Male,0,2021-10-16
716,22,Male,1,2024-03-04
717,63,Male,1,2023-03-02
718,65,Female,1,2022-04-13
719,34,Male,1,2021-06-14
720,59,Male,1,2025-11-15
721,49,Male,1,2023-05-18
722,34,Female,0,2024-01-15
723,66,Male,0,2023-07-12
724,26,Female,0,2023-11-09
725,50,Female,1,2023-05-11
726,48,Male,0,2023-02-04
727,46,Male,0,2024-01-25
728,59,Male,1,2025-01-06
729,36,Female,0,2025-05-05
730,51,Male,1,2024-01-05
731,64,Male,0,2025-06-23
732,24,Male,1,2022-01-05
733,35,Male,1,2023-04-04
734,25,Male,1,2021-03-28
735,45,Male,0,2025-01-04
736,60,Female,0,2023-02-08
737,43,Female,0,2025-10-23
738,69,Female,1,2024-02-27
739,40,Male,1,2022-06-22
740,36,Female,1,2022-03-28
741,48,Female,0,2025-03-07
742,61,Female,1,2021-11-28
743,37,Female,1,2022-07-05
744,26,Male,1,2024-01-13
745,30,Female,0,2025-03-12
746,26,Female,0,2023-02-13
747,23,Male,0,2025-06-09
748,54,Female,0,2024-02-04
749,28,Male,0,2023-12-30
750,60,Male,1,2021-12-08
751,29,Male,1,2024-08-12
752,53,Male,1,2021-04-29
753,48,Female,1,2024-12-07
754,30,Female,1,2025-12-31
755,53,Male,1,2021-09-05
756,56,Female,1,2024-06-20
757,51,Male,1,2024-11-03
758,63,Female,1,2021-07-24
759,42,Female,0,2024-02-29
760,27,Male,1,2025-03-21
761,33,Male,1,2022-09-30
762,36,Male,1,2025-03-23
763,47,Male,0,2023-12-26
764,51,Female,1,2023-05-25
765,37,Male,1,2022-01-28
766,44,Male,1,2026-02-02
767,38,Female,0,2021-07-08
768,38,Male,0,2022-06-22
769,67,Female,1,2022-09-04
770,50,Male,0,2022-10-30
771,49,Female,1,2024-03-20
772,57,Male,1,2022-05-23
773,23,Male,0,2022-09-10
774,44,Male,0,2024-04-15
775,40,Male,0,2022-05-26
776,60,Male,1,2022-04-23
777,40,Male,1,2024-11-18
778,49,Male,0,2023-11-26
779,51,Male,0,2025-01-06
780,33,Male,0,2024-02-28
781,27,Male,1,2024-12-05
782,27,Female,0,2022-09-29
783,66,Male,1,2021-11-21
784,51,Male,0,2022-07-17
785,49,Male,1,2021-07-27
786,67,Female,1,2021-12-01
787,38,Male,1,2022-04-13
788,36,Male,1,2025-10-12
789,42,Female,0,2024-04-18
790,63,Male,1,2022-04-13
791,22,Male,1,2025-07-20
792,66,Male,1,2021-10-12
793,41,Male,1,2025-09-07
794,29,Female,1,2021-05-16
795,52,Female,1,2024-03-07
796,38,Male,0,2021-05-01
797,34,Female,0,2025-08-23
798,19,Male,0,2025-03-13
799,37,Female,1,2021-11-19
800,67,Male,1,2021-06-25
801,23,Male,0,2024-07-24
802,36,Male,1,2023-05-08
803,41,Male,0,2024-11-25
804,42,Female,1,2021-06-15
805,34,Female,0,2022-09-03
806,19,Male,1,2024-05-23
807,29,Male,0,2023-07-13
808,64,Female,1,2025-07-17
809,39,Female,0,2024-03-12
810,61,Female,1,2025-11-23
811,47,Female,0,2021-03-06
812,70,Male,1,2022-05-24
813,64,Male,1,2024-01-22
814,34,Male,0,2024-01-05
815,20,Male,0,2023-10-07
816,47,Female,0,2024-12-03
817,34,Male,0,2023-08-29
818,70,Female,1,2021-05-05
819,57,Female,1,2025-02-06
820,59,Male,1,2025-04-08
821,29,Female,0,2025-06-18
822,40,Male,1,2021-07-31
823,54,Male,0,2025-05-23
824,50,Male,0,2025-01-02
825,58,Female,1,2022-09-05
826,60,Male,1,2026-02-22
827,66,Female,0,2024-12-24
828,48,Female,1,2022-07-22
829,47,Female,1,2022-06-26
830,48,Male,1,2022-06-09
831,41,Female,0,2024-05-11
832,36,Male,1,2023-01-07
833,48,Male,1,2024-09-30
834,44,Female,0,2025-05-02
835,33,Female,1,2025-05-18
836,46,Female,0,2021-12-09
837,59,Female,1,2024-08-08
838,29,Male,0,2023-01-30
839,26,Female,0,2026-01-20
840,33,Female,0,2024-07-21
841,28,Male,1,2022-02-21
842,67,Male,0,2021-07-25
843,69,Male,0,2024-11-21
844,49,Female,1,2025-05-23
845,22,Female,1,2024-02-12
846,30,Female,1,2023-11-13
847,57,Female,1,2026-01-13
848,48,Female,0,2022-01-04
849,43,Male,0,2022-10-16
850,27,Male,0,2021-10-23
851,48,Male,0,2021-05-19
852,38,Female,1,2022-08-31
853,22,Male,1,2025-11-28
854,29,Male,0,2025-03-21
855,40,Male,0,2021-03-31
856,46,Male,0,2025-09-03
857,19,Female,0,2024-01-18
858,32,Female,1,2025-01-06
859,26,Female,0,2021-05-10
860,19,Male,0,2021-12-08
861,69,Female,1,2021-03-28
862,41,Male,0,2023-01-16
863,27,Female,0,2025-12-19
864,31,Male,0,2024-07-27
865,33,Male,1,2022-11-10
866,19,Male,0,2023-08-28
867,53,Female,0,2021-04-07
868,42,Male,1,2022-12-13
869,32,Female,0,2023-03-05
870,32,Male,1,2025-09-21
871,65,Male,0,2022-08-13
872,33,Female,0,2023-11-13
